File Type,Files Deleted,Files Created,Files Written,Directories Created,Opened REG keys,DLLs Loaded,Hosts,VirusTotal
5,0,5,4,1,2,12,3,66
3,0,0,0,0,2,5,3,51
1,0,0,0,0,139,26,3,53
6,0,5,5,7,47,22,0,0
6,0,0,0,1,186,16,0,0
6,1,2,0,2,0,4,0,0
3,0,0,0,0,2,7,4,40
0,0,0,0,0,3,10,3,0
4,0,0,0,0,3,3,3,47
5,0,5,4,1,2,12,5,60
6,0,0,0,0,0,27,0,0
6,0,2,0,2,87,28,0,0
6,0,0,0,1,186,16,0,0
6,0,0,0,0,16,9,0,0
4,0,0,0,0,0,2,3,40
6,8,8,9,15,371,76,0,0
6,0,0,0,0,1,9,0,0
1,0,0,0,0,4,2,3,46
4,0,0,0,1,84,12,3,55
6,0,0,0,1,186,16,0,0
6,0,0,0,0,1,3,0,0
6,30,10,7,12,465,28,0,0
6,0,0,0,1,186,16,0,0
5,0,5,4,1,2,12,3,45
0,0,0,0,0,5,18,3,52
6,0,5,5,7,68,42,0,0
1,0,1,0,2,272,13,5,52
6,0,0,0,0,11,22,0,0
2,0,1,1,1,160,26,5,61
6,2,6,5,6,13,10,0,0
0,0,0,0,0,5,18,3,56
6,0,0,0,0,0,0,0,0
3,0,0,0,0,2,7,3,41
3,0,0,0,0,2,5,3,55
6,0,0,0,1,186,16,0,0
6,0,0,0,0,31,29,0,0
6,0,0,0,0,12,4,0,0
6,0,0,0,0,0,0,0,0
6,0,2,2,7,58,21,0,0
3,0,0,0,0,2,5,3,42
6,0,1,1,1,20,15,0,0
1,0,1,0,2,272,13,5,53
6,0,0,0,0,3,1,0,0
0,1,0,0,0,5,20,5,57
5,0,7,7,1,11,20,4,62
3,0,0,0,0,2,7,3,40
6,0,0,0,0,9,5,0,0
1,0,1,0,2,272,13,6,51
3,0,0,0,0,2,7,3,41
6,0,0,0,0,12,9,0,0
5,0,2,1,0,1,8,3,47
1,0,1,0,2,272,13,3,51
6,0,0,0,0,5,5,0,0
6,1,2,2,0,1,12,0,0
4,0,0,0,0,0,0,3,46
6,1,32,31,2,0,0,0,0
6,0,0,0,0,0,2,0,0
6,0,0,0,0,0,0,0,0
5,0,2,1,0,1,8,3,60
0,0,0,0,0,12,10,0,55
6,8,13,12,6,15,9,0,0
2,0,9,7,8,278,38,3,52
0,0,0,0,0,11,33,3,52
0,2,2,2,0,19,21,3,52
2,0,0,0,0,0,17,3,59
1,0,15,13,12,468,18,3,0
3,0,0,0,0,2,5,4,40
6,3,4,4,2,374,47,0,0
6,0,0,0,1,271,12,0,0
6,0,0,0,0,8,9,0,0
2,0,1,1,0,8,24,4,59
3,0,0,0,0,2,7,3,40
6,0,0,0,1,186,16,0,0
3,0,0,0,0,2,5,3,51
6,0,0,0,0,0,0,0,0
2,0,0,0,2,1,1,3,61
3,0,0,0,0,2,7,3,42
6,0,0,0,3,14,5,0,0
6,0,1,1,7,68,31,0,0
6,0,1,0,8,702,27,0,0
1,0,1,1,0,218,60,5,0
1,0,1,0,2,272,13,3,53
6,0,0,0,0,25,10,0,0
6,0,0,0,0,3,2,0,0
6,0,0,0,0,4,2,0,0
6,0,0,0,0,0,0,0,0
0,0,0,0,0,5,15,3,51
6,0,1,1,7,94,48,0,0
3,0,0,0,0,2,7,3,39
1,26,9,10,1,566,8,3,58
6,0,0,0,1,180,13,0,0
2,0,7,6,0,17,17,3,50
6,0,0,0,0,12,6,0,0
6,0,0,0,0,0,19,0,0
6,0,3,3,7,59,21,0,0
6,1,1,0,0,9,7,0,0
6,0,0,0,0,0,0,0,0
4,0,0,0,0,3,5,3,41
6,0,1,1,1,6,5,0,0
3,0,0,0,0,2,5,3,42
1,0,1,0,2,272,13,3,54
6,3,6,4,5,13,7,0,0
6,0,0,0,0,10,6,0,0
6,0,0,0,0,0,0,0,0
6,0,1,0,0,109,48,0,0
3,0,0,0,0,2,7,3,40
3,0,0,0,0,2,7,3,40
0,0,0,0,0,5,18,0,58
3,0,0,0,0,2,7,4,41
1,0,0,0,0,1,2,5,52
3,0,0,0,0,2,7,3,41
6,0,3,2,5,4,7,0,0
6,0,0,0,3,25,11,0,0
6,0,0,0,1,36,17,0,0
6,1,11,13,3,52,67,0,0
6,1,2,1,1,10,17,0,0
2,0,10,8,8,282,39,3,56
6,12,58,58,11,531,89,0,0
6,0,2,2,7,68,21,0,0
6,0,2,2,7,67,22,0,0
6,2,8,6,8,284,33,0,0
5,0,5,4,1,2,12,3,0
6,1,2,1,1,28,34,0,0
6,0,0,0,0,0,0,0,0
6,0,0,2,0,34,19,0,0
2,0,0,0,0,15,20,3,58
1,1,14,12,12,468,18,3,57
6,0,0,0,0,10,6,0,0
6,2,10,8,8,284,24,0,0
2,0,0,0,0,1,19,3,62
6,2,8,6,8,284,21,0,0
6,0,0,0,0,0,4,0,0
0,0,0,0,0,5,17,3,63
3,0,0,0,0,2,7,3,42
0,0,1,1,0,33,32,3,57
1,0,1,0,2,272,13,3,49
6,0,0,0,0,0,0,0,0
6,0,2,1,2,839,40,0,0
6,3,3,1,8,287,30,0,0
6,0,0,0,0,72,24,0,0
1,0,1,1,0,5,5,4,56
6,0,4,4,2,8,31,0,0
2,0,1,1,0,2,28,3,57
6,3,3,3,1,52,53,0,0
6,3,3,1,8,280,25,0,0
0,0,0,0,0,9,20,3,58
0,0,0,0,0,0,0,1,56
1,0,0,0,0,4,5,3,56
6,0,2,2,7,58,20,0,0
5,0,5,4,1,2,12,3,49
4,0,0,0,0,0,0,3,39
2,0,0,0,0,1,19,3,55
1,0,1,0,2,272,13,3,54
2,0,0,0,0,1,19,3,61
6,0,0,0,1,186,16,0,0
6,0,0,0,0,36,7,0,0
3,0,0,0,0,2,5,3,42
3,0,0,0,0,2,7,4,39
6,0,0,0,0,35,5,0,0
6,1,72,72,6,26,16,0,0
1,0,0,0,0,59,31,3,55
6,2,12,9,10,373,36,0,0
1,0,1,0,2,272,13,3,55
6,1,2,2,5,37,42,0,0
6,2,2,2,1,14,33,0,0
4,0,0,0,0,0,2,3,54
6,0,0,0,1,186,16,0,0
6,0,0,0,0,84,12,0,0
0,0,1,1,0,0,2,4,56
6,0,0,0,0,0,0,0,0
6,3,3,3,1,52,53,0,0
6,0,0,0,0,0,1,0,0
6,0,0,0,1,186,16,0,0
6,4,4,2,1,15,7,0,0
6,0,77,77,43,0,9,0,0
6,0,2,2,3,41,20,0,0
6,0,1,1,3,5,10,0,0
1,0,0,0,0,0,1,3,0
6,1,2,1,1,8,12,0,0
6,0,0,0,0,2,9,0,0
6,0,0,0,0,4,5,0,0
6,0,0,0,1,186,16,0,0
0,1,2,2,0,24,53,3,55
6,2,21,19,8,284,22,0,0
6,0,0,0,0,0,0,0,0
6,0,0,0,0,0,1,0,0
6,0,0,0,0,0,0,0,0
5,0,5,4,1,2,9,4,43
4,0,0,0,0,6,2,5,36
3,0,0,0,0,2,7,3,41
2,0,0,0,0,12,20,3,59
5,0,7,7,1,11,17,3,39
2,0,0,0,0,5,18,3,59
6,2,35,31,3,21,9,0,0
6,0,0,0,0,0,1,0,0
1,0,1,0,2,272,13,3,0
6,0,0,0,0,0,2,0,0
6,0,48,50,28,46,22,0,0
3,0,0,0,0,2,7,4,42
6,0,0,0,0,0,0,0,0
1,0,15,13,12,468,18,3,55
0,0,0,0,0,4,15,3,57
6,0,0,0,1,185,15,0,0
1,0,1,0,2,272,13,3,56
6,0,0,0,1,185,15,0,0
6,0,0,0,0,5,11,0,0
6,0,0,0,0,0,0,0,0
5,0,5,4,1,2,12,4,65
2,0,0,0,0,1,20,3,58
3,0,0,0,0,2,7,3,40
6,0,0,0,0,7,6,0,0
5,0,5,4,1,2,12,3,49
1,0,1,0,2,272,13,4,52
0,0,0,0,0,16,20,5,56
5,0,5,4,1,2,12,3,61
3,0,0,0,0,2,5,4,51
6,0,0,0,7,252,56,0,0
5,0,2,1,0,1,8,3,44
6,0,0,0,0,6,18,0,0
3,0,0,0,0,2,7,3,42
3,0,0,0,0,2,7,3,54
5,0,5,4,1,2,12,3,47
6,0,1,1,1,6,5,0,0
1,0,7,6,3,290,51,4,57
3,0,0,0,0,2,5,3,51
6,0,0,0,0,0,1,0,0
3,0,0,0,0,2,7,3,40
6,0,0,0,0,9,9,0,0
3,0,0,0,0,2,7,3,41
2,1,3,1,0,6,17,3,59
4,0,0,0,0,0,0,2,40
6,1,1,1,0,283,24,0,0
5,0,5,4,1,2,12,4,62
6,0,0,0,0,4,5,0,0
0,1,2,2,0,10,24,3,54
6,1,1,0,6,12,9,0,0
2,0,0,0,0,2,19,3,56
6,0,0,0,1,186,16,0,0
4,0,0,0,5,36,12,4,46
6,0,113,113,27,9,13,0,0
6,0,3,3,4,285,25,0,0
1,0,1,0,2,272,13,5,53
3,0,0,0,0,2,7,3,56
6,0,0,0,0,0,0,0,0
3,0,0,0,0,2,7,4,42
6,3,8,4,11,289,30,0,0
6,26,39,39,7,8,6,0,0
1,0,1,0,2,272,13,3,52
1,0,0,0,0,0,0,3,0
6,1,2,1,12,137,22,0,0
4,0,0,0,0,0,0,3,39
6,0,0,0,0,2,2,0,0
3,0,0,0,0,2,7,3,41
6,0,0,0,0,6,9,0,0
6,0,6,4,8,275,20,0,0
1,0,15,13,12,468,18,4,46
0,0,1,1,0,0,2,3,55
1,4,11,9,0,109,23,4,58
6,0,0,0,0,0,2,0,0
3,0,0,0,0,2,5,2,41
6,0,2,2,7,60,21,0,0
3,0,0,0,0,2,5,3,41
6,0,4,4,0,8,7,0,0
6,1,2,2,8,241,55,0,0
2,1,0,0,0,5,20,2,60
6,0,0,0,0,0,1,0,0
6,1,2,1,0,9,7,0,0
6,0,0,0,1,214,20,0,0
6,0,0,1,1,4,3,0,0
2,0,0,0,0,2,21,3,57
6,1,3,2,3,80,36,0,0
6,5,10,8,7,51,31,0,0
6,0,0,0,0,0,1,0,0
6,0,0,0,1,4,6,0,0
0,0,0,0,0,7,17,3,58
6,0,0,0,0,31,29,0,0
1,0,11,9,13,410,46,6,56
5,0,2,1,0,1,8,3,60
6,0,0,0,0,5,2,0,0
1,0,1,0,2,272,13,3,0
6,0,0,0,6,15,10,0,0
5,0,5,4,1,2,9,3,62
1,0,1,0,2,272,13,3,53
6,22,47,26,4,17,27,0,0
6,0,0,0,0,1,0,0,0
6,0,0,0,1,186,16,0,0
6,0,0,0,0,13,3,0,0
6,0,0,0,0,0,0,0,0
2,0,0,0,0,2,20,4,59
6,0,0,0,0,46,8,0,0
3,0,0,0,0,2,7,3,39
3,0,0,0,0,2,7,4,42
0,0,0,0,0,7,20,3,43
2,0,1,1,0,12,25,5,55
6,0,1,1,3,22,7,0,0
4,0,0,0,0,0,2,3,30
4,0,0,1,0,5,3,3,39
0,0,0,0,0,8,18,4,55
3,0,0,0,0,2,7,3,40
3,0,0,0,0,2,7,3,54
6,0,1,1,1,10,21,0,0
0,0,0,0,0,5,16,4,55
5,0,2,1,0,1,8,3,49
6,0,0,0,0,5,2,0,0
3,0,0,0,0,2,7,3,42
0,0,0,0,0,0,1,4,60
6,0,0,0,1,186,16,0,0
3,0,0,0,0,2,7,3,42
6,1,32,31,2,49,9,0,0
0,3,1,1,0,14,22,3,58
0,0,0,0,0,5,17,2,59
4,0,0,0,0,11,10,4,40
4,0,0,0,0,0,0,0,46
3,0,0,0,0,2,7,4,42
6,1,11,13,3,52,67,0,0
0,0,1,1,0,9,23,3,55
6,0,0,0,0,0,1,0,0
0,0,0,0,0,9,25,2,55
6,0,3,2,7,4,5,0,0
5,0,2,1,0,1,8,4,61
1,3,5,5,4,207,54,4,0
6,0,0,0,0,8,8,0,0
6,0,2,1,6,2,15,0,0
6,0,0,0,1,186,16,0,0
2,0,1,0,0,2,22,3,54
5,0,7,7,1,11,20,4,34
1,0,1,0,2,272,13,3,54
4,0,0,0,0,0,0,3,38
5,0,5,4,1,2,12,3,64
5,0,2,1,0,1,8,3,50
3,0,0,0,0,2,7,3,41
6,0,0,0,0,36,32,0,0
6,0,0,0,0,31,29,0,0
6,0,1,1,2,10,13,0,0
3,0,0,0,0,2,7,3,42
6,3,3,1,8,293,25,0,0
6,0,0,0,0,4,1,0,0
6,0,0,0,0,19,22,0,0
6,0,7,9,5,73,23,0,0
1,0,1,0,2,272,13,5,51
6,2,8,6,8,284,22,0,0
6,0,1,1,1,14,10,0,0
6,1,1,0,2,280,14,0,0
6,0,0,0,0,5,8,0,0
3,0,0,0,0,2,7,3,40
4,0,0,0,0,1,0,0,41
0,0,0,0,0,4,17,3,58
6,0,0,0,1,186,16,0,0
6,0,13,1,7,60,45,0,0
6,0,0,0,1,186,16,0,0
6,0,1,1,1,9,11,0,0
6,0,1,1,0,69,42,0,0
6,0,0,0,0,9,8,0,0
6,0,0,0,0,0,1,0,0
6,0,3,3,7,57,23,0,0
6,1,1,0,0,9,7,0,0
2,0,0,0,0,1,23,3,59
6,8,6,7,15,302,74,0,0
5,0,5,4,1,2,12,5,48
3,0,0,0,0,2,7,3,40
2,0,0,0,0,0,18,3,58
6,2,15,14,3,255,21,0,0
5,0,2,1,0,1,8,3,0
6,0,0,0,1,185,15,0,0
1,0,1,0,2,272,13,3,0
3,0,0,0,0,2,7,3,40
2,0,0,0,0,4,21,3,62
0,0,0,0,0,9,25,3,60
5,0,5,4,1,2,12,3,39
3,0,0,0,0,2,7,3,40
6,11,20,20,4,7,26,0,0
0,0,0,0,0,0,2,3,0
1,0,1,2,0,9,0,1,0
0,0,0,0,0,3,0,3,57
4,0,0,0,0,2,3,4,41
0,1,0,0,0,5,21,3,57
0,0,0,0,0,3,0,4,58
2,1,4,1,0,7,21,1,61
1,5,13,11,18,861,71,3,0
6,8,7,8,15,344,74,0,0
6,0,1,0,0,13,9,0,0
6,0,0,0,0,2,1,0,0
0,1,0,0,0,4,10,4,52
6,0,3,3,3,35,16,0,0
5,0,5,4,1,2,12,3,49
6,0,2,0,3,273,13,0,0
6,0,4,4,0,8,7,0,0
0,0,0,0,0,4,14,6,57
5,0,2,1,0,1,8,4,61
6,8,8,9,15,371,76,0,0
6,0,7,7,4,302,33,0,0
4,0,0,0,2,56,8,3,38
4,0,0,0,7,184,4,4,39
3,0,0,0,0,2,7,3,43
5,0,5,4,1,2,9,3,60
6,0,0,0,0,11,7,0,0
6,0,0,0,0,0,1,0,0
6,0,7,9,4,77,18,0,0
6,0,0,0,1,186,16,0,0
0,0,0,0,0,5,17,5,55
6,0,0,0,0,5,10,0,0
6,0,0,0,0,10,6,0,0
6,1,72,71,2,0,5,0,0
6,0,0,0,0,13,3,0,0
3,0,0,0,0,2,7,3,42
1,0,1,0,2,272,13,3,54
6,8,10,10,0,15,38,0,0
2,0,0,0,0,2,19,3,58
3,0,0,0,0,2,7,3,40
5,0,5,4,1,2,12,3,40
6,0,1,0,8,245,19,0,0
5,0,5,4,1,2,12,4,0
5,0,5,4,1,2,12,3,38
6,1,72,72,6,346,53,0,0
6,0,3,3,4,279,21,0,0
4,0,0,0,0,2,12,3,39
5,0,2,1,0,1,8,3,38
1,0,1,0,2,272,13,3,54
6,0,0,0,0,0,37,0,0
3,0,0,0,0,2,7,3,41
1,0,1,0,2,272,13,4,52
0,1,0,0,0,5,17,5,60
1,0,0,0,0,176,47,4,56
6,0,0,0,1,62,16,0,0
6,0,1,1,1,450,24,0,0
3,0,0,0,0,2,7,3,41
0,3,2,2,0,23,20,4,57
3,0,0,0,0,2,5,1,40
6,0,0,0,0,12,4,0,0
6,0,0,0,1,34,10,0,0
3,0,0,0,0,2,7,3,41
3,0,0,0,0,2,7,3,41
6,0,0,0,0,0,0,0,0
6,0,44,46,28,227,66,0,0
1,0,0,0,0,5,5,4,52
3,0,0,0,0,2,7,3,39
5,0,2,1,0,1,8,3,41
0,0,0,0,0,7,20,3,58
3,0,0,0,0,2,7,4,41
6,0,0,0,0,7,8,0,0
6,0,0,0,0,0,0,0,0
0,5,3,1,0,14,24,6,58
6,0,1,0,2,272,13,0,0
3,0,0,0,0,2,5,3,39
6,0,1,0,3,272,13,0,0
3,0,0,0,0,2,7,3,41
2,0,0,0,0,1,22,3,59
6,0,0,0,0,1,3,0,0
6,0,1,0,0,5,4,0,0
6,0,50,52,28,231,73,0,0
0,1,0,0,0,11,25,3,51
3,0,0,0,0,2,7,4,40
1,0,0,0,0,5,4,3,56
6,1,11,13,3,52,67,0,0
6,0,0,0,1,186,16,0,0
1,13,13,13,2,443,13,3,56
0,0,0,0,0,0,1,2,56
4,0,0,0,0,0,6,0,40
6,0,0,0,0,16,17,0,0
0,0,0,0,0,7,17,3,53
6,1,5,4,7,12,14,0,0
4,0,0,0,0,1,4,4,40
5,0,5,4,1,2,12,3,48
2,0,0,0,0,1,17,3,59
4,0,0,0,6,124,42,5,39
3,0,0,0,0,2,7,3,42
1,1,1,0,2,282,16,4,51
6,0,1,0,0,35,32,0,0
6,0,0,0,1,185,15,0,0
3,0,0,0,0,2,5,4,50
6,0,0,0,0,0,0,0,0
6,6,7,7,3,7,10,0,0
6,0,0,0,0,1,17,0,0
1,0,1,0,2,272,13,3,51
1,0,1,0,2,272,13,3,55
6,0,0,0,0,4,5,0,0
3,0,0,0,0,2,7,3,40
6,35,56,45,7,91,17,0,0
5,0,5,4,1,2,12,3,41
4,0,0,0,0,11,6,3,49
6,0,1169,1166,116,3,16,0,0
4,0,0,0,0,3,7,4,56
6,0,0,0,1,186,16,0,0
2,0,0,0,0,39,21,2,60
0,0,0,0,0,1,13,3,61
6,0,0,0,0,0,0,0,0
1,0,1,0,2,272,13,3,52
1,0,1,0,2,272,13,3,0
6,0,0,0,0,2,3,0,0
3,0,0,0,0,2,5,3,42
3,0,0,0,0,2,7,3,39
1,0,1,0,2,272,13,3,52
2,0,1,0,0,2,19,3,58
6,0,0,0,0,0,2,0,0
3,0,0,0,0,2,5,3,41
3,0,0,0,0,2,7,3,41
6,0,0,0,0,6,5,0,0
1,24,9,10,1,549,8,3,59
4,0,0,0,2,8,3,3,40
2,0,0,0,0,2,22,3,57
3,0,0,0,0,2,5,4,42
6,1,7,6,1,25,18,0,0
4,0,0,0,0,0,0,4,39
5,0,2,1,0,1,7,3,64
6,0,0,0,0,0,1,0,0
4,0,1,0,4,46,9,3,39
6,0,0,0,0,17,20,0,0
6,0,0,0,0,0,10,0,0
6,3,3,3,1,52,53,0,0
6,0,3,3,4,279,23,0,0
0,0,0,0,0,4,15,3,56
6,0,0,0,0,0,0,0,0
3,0,0,0,0,2,7,3,42
3,0,0,0,0,2,7,3,41
6,0,0,0,0,6,6,0,0
6,0,0,0,1,185,15,0,0
6,0,3,3,4,279,21,0,0
2,0,0,0,0,12,21,3,57
6,0,9,9,6,83,35,0,0
1,0,0,0,0,2,0,4,0
2,0,1,0,0,2,26,3,56
3,0,0,0,0,2,5,2,41
6,0,4,4,2,8,31,0,0
6,1,1,0,0,5,5,0,0
4,0,0,0,0,0,6,3,34
6,0,0,2,1,400,37,0,0
1,0,15,13,12,468,18,5,0
4,0,0,0,0,3,11,3,39
0,0,0,0,0,7,20,3,56
6,0,1,1,0,0,0,0,0
6,0,0,0,5,40,30,0,0
2,0,0,0,0,39,21,3,58
3,0,0,0,0,2,7,3,40
6,0,1,1,0,3,6,0,0
6,0,0,0,0,0,1,0,0
6,0,0,0,0,66,6,0,0
6,30,10,6,9,287,23,0,0
1,0,1,0,2,272,13,3,53
0,0,1,1,0,0,2,3,52
5,0,2,1,0,1,8,4,43
6,0,0,0,0,1,3,0,0
6,0,0,0,1,186,16,0,0
2,0,0,0,2,1,8,3,59
1,0,15,13,12,468,18,3,56
3,0,0,0,0,2,7,3,41
6,0,2,2,7,61,21,0,0
6,0,0,0,1,186,16,0,0
1,0,1,0,2,272,13,3,52
6,0,1,1,0,0,7,0,0
5,0,5,4,1,2,12,3,48
6,0,0,0,1,186,16,0,0
6,0,0,0,0,8,5,0,0
2,0,1,0,0,2,23,4,55
4,0,0,0,0,2,0,1,47
0,0,0,0,0,4,16,3,54
6,0,0,0,7,215,66,0,0
6,1,2,1,1,11,12,0,0
6,0,0,0,0,0,0,0,0
6,6,1,0,3,131,56,0,0
6,0,247,247,101,5,6,0,0
1,0,1,2,3,81,23,5,0
4,0,0,0,0,0,1,1,39
1,0,1,0,2,272,13,3,53
6,0,0,0,0,17,19,0,0
3,0,0,0,0,2,7,3,41
5,0,5,4,1,2,12,3,60
4,0,0,0,1,17,12,4,47
1,0,1,0,2,272,13,4,56
2,0,0,0,0,6,16,3,60
2,0,1,0,0,2,18,3,60
6,696,0,0,0,9,6,0,0
1,0,0,0,0,3,4,6,51
6,0,1,1,1,72,49,0,0
3,0,0,0,0,2,7,3,40
1,0,1,0,2,272,13,3,55
6,0,0,0,0,11,7,0,0
6,0,0,0,0,0,0,0,0
6,0,0,0,0,9,6,0,0
6,2,2,1,0,99,51,0,0
5,0,2,1,0,1,8,3,65
5,0,5,4,1,2,12,3,62
6,0,0,0,1,186,16,0,0
3,0,0,0,0,2,7,3,41
6,0,1,0,2,272,12,0,0
3,0,0,0,0,2,7,3,40
6,3,30,30,13,37,58,0,0
1,3,4,4,4,27,18,3,50
6,1,1,0,2,283,27,0,0
5,0,2,1,0,1,8,3,40
1,0,0,0,0,26,18,2,53
6,1,1,0,6,12,9,0,0
6,0,0,0,0,9,9,0,0
4,0,0,0,0,6,2,3,49
6,0,1,1,7,62,31,0,0
6,0,7,5,8,276,20,0,0
6,0,0,0,0,0,0,0,0
5,0,2,1,0,1,7,3,40
6,0,0,0,0,19,8,0,0
6,0,0,0,0,17,7,0,0
3,0,0,0,0,2,5,3,41
2,0,1,0,0,4,19,4,58
6,0,14,13,4,83,25,0,0
4,0,0,0,0,3,5,3,39
0,3,2,0,0,15,24,3,56
6,0,0,0,0,0,1,0,0
6,0,2,1,1,184,54,0,0
6,1,1,1,6,24,26,0,0
6,1,1,0,0,19,11,0,0
4,0,0,0,0,1,0,3,47
1,0,1,0,2,272,13,3,0
6,0,0,0,0,1,2,0,0
6,1,2,1,1,11,13,0,0
3,0,0,0,0,2,7,3,41
4,0,0,0,1,23,11,4,55
6,0,16,16,3,63,47,0,0
0,0,1,1,0,17,14,6,58
6,0,0,0,0,7,34,0,0
0,0,0,0,0,6,21,1,55
3,0,0,0,0,2,7,3,40
5,0,1,0,0,1,7,5,46
5,0,2,1,0,1,8,3,63
0,0,0,0,0,3,0,3,58
4,0,0,0,0,9,5,3,54
6,0,0,0,0,11,7,0,0
6,74,73,73,6,356,50,0,0
5,0,2,1,0,1,8,4,63
6,0,0,0,0,12,4,0,0
2,0,0,0,0,5,17,3,58
6,0,6,4,6,6,8,0,0
5,0,5,4,1,2,12,3,58
6,0,0,0,0,0,0,0,0
6,0,0,0,1,3,7,0,0
5,0,2,1,0,1,8,3,0
5,0,2,1,0,1,8,3,60
2,0,0,0,0,2,15,3,56
3,0,0,0,0,2,7,3,43
0,0,0,0,0,5,15,3,58
1,0,16,14,12,468,18,3,0
1,0,14,12,12,272,16,3,55
4,0,0,0,0,0,1,2,39
6,0,0,0,0,1,11,0,0
2,1,3,1,0,2,21,4,57
1,0,15,13,12,468,18,3,58
0,0,0,0,0,4,16,5,60
6,8,8,9,15,372,76,0,0
6,1,1,0,0,2,19,0,0
6,0,0,0,1,79,13,0,0
3,0,0,0,0,2,7,3,40
2,0,0,0,0,0,17,4,58
3,0,0,0,0,2,7,3,53
6,0,0,0,0,5,5,0,0
6,0,1,1,0,1,0,0,0
4,0,0,0,0,6,9,4,38
6,1,2,1,1,10,12,0,0
6,1,5,4,7,12,14,0,0
1,0,1,0,2,272,13,1,53
6,0,0,0,1,19,6,0,0
5,0,7,7,1,11,20,3,44
6,1,5,2,10,2,11,0,0
5,0,5,4,1,2,12,5,42
4,0,0,0,0,35,27,3,47
6,0,4,3,1,3,4,0,0
6,4,4,5,15,248,71,0,0
4,0,0,0,0,1,2,4,38
6,0,0,0,0,31,29,0,0
6,0,0,0,1,186,16,0,0
5,0,5,4,1,2,9,5,61
6,0,0,0,0,8,9,0,0
2,0,0,0,0,12,21,3,59
6,0,1,1,4,26,22,0,0
3,0,0,0,0,2,7,4,40
3,0,0,0,0,2,5,3,41
1,0,15,13,12,468,18,4,55
6,0,12,12,3,17,23,0,0
1,1,13,11,12,468,18,3,52
6,2,15,13,10,284,24,0,0
6,0,2,2,0,4,8,0,0
0,0,0,0,0,6,14,3,57
6,0,0,0,1,0,8,0,0
6,0,0,5,0,7,4,0,0
6,0,0,0,1,186,16,0,0
0,1,0,0,0,5,16,3,58
2,0,0,0,0,4,21,3,61
6,0,0,0,0,5,8,0,0
6,0,0,0,0,9,6,0,0
0,1,0,0,0,5,17,3,58
5,0,5,4,1,2,12,3,47
6,1,1,0,0,9,9,0,0
6,0,507,507,82,9,7,0,0
6,4,5,5,7,65,32,0,0
3,0,0,0,0,2,7,3,41
6,0,1,0,11,270,100,0,0
0,1,0,1,0,25,15,2,53
6,1,1,0,6,11,9,0,0
6,0,1,1,1,0,6,0,0
6,5,8,8,0,9,30,0,0
6,4,5,5,1,15,10,0,0
6,0,3,6,0,14,45,0,0
6,2,6,2,1,32,18,0,0
4,0,0,0,0,0,0,3,47
0,0,0,0,0,4,12,3,60
3,0,0,0,0,2,5,3,43
6,0,4,3,1,35,25,0,0
0,0,0,0,0,0,1,1,56
6,0,49,51,28,46,26,0,0
4,0,0,0,0,67,6,3,41
4,0,0,0,0,3,5,4,35
2,0,0,0,0,5,20,3,57
2,0,0,0,0,37,26,3,57
3,0,0,0,0,2,7,4,42
6,2,9,7,10,284,23,0,0
4,0,0,0,0,12,3,3,35
6,3,3,3,1,54,53,0,0
6,1,2,2,8,241,55,0,0
1,0,0,0,0,0,2,1,60
0,0,0,0,0,5,14,3,58
6,0,1,0,6,4,4,0,0
6,0,0,0,0,11,17,0,0
2,0,0,0,0,1,18,3,62
3,0,0,0,0,2,7,4,40
3,0,0,0,0,2,5,3,41
6,1,0,0,0,0,0,0,0
6,0,2,2,7,70,35,0,0
6,2,104,103,4,274,60,0,0
1,1,1,0,2,282,16,3,44
6,0,0,0,0,8,11,0,0
0,2,2,0,0,7,22,3,56
3,0,0,0,0,2,7,3,41
6,0,60,60,3,7,18,0,0
3,0,0,0,0,2,7,4,40
1,0,1,0,2,272,13,3,52
4,0,0,0,0,2,4,3,55
6,0,0,0,0,12,19,0,0
6,0,0,0,1,186,16,0,0
6,0,0,0,0,0,0,0,0
6,0,0,0,0,34,19,0,0
6,0,0,0,0,10,6,0,0
1,0,0,0,2,0,7,4,0
1,0,1,4,1,474,15,4,55
6,0,0,0,0,6,15,0,0
6,0,0,0,0,0,0,0,0
6,0,1,0,3,273,13,0,0
6,1,72,72,6,347,53,0,0
1,0,11,11,0,0,4,2,48
2,0,0,0,0,2,18,3,56
3,0,0,0,0,2,7,3,40
4,0,0,0,0,0,0,3,41
2,0,0,0,0,1,19,4,60
6,0,0,0,0,6,5,0,0
5,0,5,4,1,2,12,3,60
1,0,1,0,2,272,13,5,55
4,0,0,0,0,0,0,3,40
6,0,0,0,1,185,15,0,0
6,0,0,0,0,14,10,0,0
5,0,5,4,1,2,11,4,0
6,0,0,0,0,0,1,0,0
6,10,12,12,4,1018,19,0,0
6,0,0,0,0,5,9,0,0
2,0,0,0,0,4,20,3,59
6,0,0,0,0,0,0,0,0
6,0,4,3,2,13,21,0,0
5,0,5,4,1,2,12,5,0
4,0,1,0,0,7,5,3,56
2,0,0,0,0,1,15,4,54
6,0,5,4,1,11,8,0,0
6,0,0,0,1,186,16,0,0
6,0,0,0,0,4,5,0,0
3,0,0,0,0,2,7,3,39
3,0,0,0,0,2,7,5,39
6,0,0,0,0,0,2,0,0
6,0,0,0,1,186,16,0,0
2,0,0,0,0,0,3,3,42
6,0,0,0,0,12,4,0,0
6,0,0,0,0,63,13,0,0
