File Type,Files Deleted,Files Created,Files Written,Directories Created,Opened REG keys,DLLs Loaded,Hosts,VirusTotal
6,0,0,0,0,30,3,0,0
0,0,3,3,0,21,32,3,41
1,0,1,0,2,272,13,4,53
5,0,5,4,1,2,12,4,57
4,1,10,10,0,210,32,4,39
3,0,0,0,0,2,7,3,40
3,0,0,0,0,2,7,3,40
6,0,0,0,1,186,16,0,0
6,0,0,0,1,34,10,0,0
6,0,0,0,0,4,6,0,0
0,0,0,0,0,3,0,2,60
6,1,1,0,0,9,6,0,0
6,0,0,0,0,9,5,0,0
6,0,21,21,5,43,27,0,0
6,0,0,0,0,0,1,0,0
6,0,1,1,0,557,8,0,0
6,1,1,1,0,34,20,0,0
6,0,0,0,0,0,0,0,0
2,0,0,0,0,0,18,3,63
0,0,1,1,0,14,34,5,49
6,0,2,2,3,27,38,0,0
6,0,0,0,1,186,16,0,0
6,0,0,0,0,3,2,0,0
1,0,0,0,0,3,7,3,52
0,0,0,0,0,5,13,3,57
6,0,7,9,5,296,23,0,0
6,3,57,57,16,67,35,0,0
6,0,1,1,2,14,21,0,0
6,8,8,9,15,371,76,0,0
0,0,1,1,0,8,29,3,57
2,0,0,0,0,12,20,3,58
6,0,0,0,0,26,48,0,0
6,0,2,2,3,25,15,0,0
2,0,0,0,0,12,21,4,61
2,0,9,7,8,274,27,3,54
6,1,2,1,1,4,12,0,0
6,0,2,2,1,9,8,0,0
4,0,0,0,0,3,0,2,40
6,0,0,0,0,4,14,0,0
5,0,5,4,1,2,12,4,39
5,0,5,4,1,2,12,3,49
6,0,0,0,1,3182,16,0,0
6,0,0,0,1,186,16,0,0
2,0,0,0,0,1,15,4,59
6,0,0,0,1,186,16,0,0
0,0,0,0,0,5,17,3,55
3,0,0,0,0,2,5,3,51
5,0,5,4,1,2,12,3,60
1,0,1,0,2,272,13,4,53
0,0,0,0,0,8,14,2,58
1,0,0,0,0,59,19,3,54
6,8,8,9,15,371,76,0,0
1,0,1,0,2,272,13,4,53
3,0,0,0,0,2,5,3,53
0,0,0,0,0,5,15,3,53
6,0,0,0,0,81,33,0,0
2,0,0,0,0,1,19,3,58
3,0,0,0,0,2,7,3,43
6,2,6,4,8,299,22,0,0
6,0,0,0,1,157,13,0,0
6,8,6,7,15,302,74,0,0
6,1,50,48,7,297,73,0,0
2,2,1,1,1,163,28,4,41
6,0,4,4,2,6,31,0,0
6,0,0,0,0,0,2,0,0
6,0,0,0,6,15,10,0,0
3,0,0,0,0,2,7,4,55
2,0,1,1,0,0,5,3,54
6,0,2,0,2,87,28,0,0
6,2,10,8,10,289,27,0,0
0,0,1,1,0,0,2,3,54
1,28,8,10,2,608,27,3,57
6,0,0,0,1,186,16,0,0
6,4,52,50,33,375,38,0,0
6,0,0,0,1,30,8,0,0
6,0,0,0,1,186,16,0,0
2,0,0,0,0,0,1,2,63
2,0,0,0,0,1,19,3,60
0,0,1,1,0,5,3,3,49
5,0,5,4,1,2,12,4,40
1,0,1,0,2,272,13,3,51
6,0,0,0,0,252,20,0,0
3,0,0,0,0,2,7,4,39
6,1,47,45,21,14,12,0,0
6,0,21,21,5,8,16,0,0
4,0,0,0,0,0,1,3,32
1,0,1,0,2,272,13,4,52
2,0,0,0,0,1,17,3,59
6,0,0,0,0,0,1,0,0
6,0,0,0,0,18,18,0,0
6,0,0,0,1,185,15,0,0
6,1,1,0,6,11,9,0,0
5,0,5,4,1,2,12,3,41
6,0,0,0,0,0,1,0,0
2,0,1,0,1,1,21,3,58
6,0,7,9,5,76,24,0,0
6,3,4,4,1,5,15,0,0
2,1,3,1,0,5,19,2,55
3,0,0,0,0,2,5,3,52
5,0,2,1,0,1,8,4,60
6,0,0,0,0,0,6,0,0
6,1,33,33,11,156,36,0,0
6,0,0,0,0,4,0,0,0
4,0,0,1,0,5,3,3,40
5,0,5,4,1,2,12,3,59
6,0,0,0,0,0,2,0,0
1,0,1,0,2,272,13,3,53
6,0,0,0,0,8,22,0,0
2,0,1,0,0,7,19,3,60
6,0,44,46,28,227,66,0,0
5,0,5,4,1,2,12,3,0
4,0,0,0,0,0,2,3,41
0,0,0,0,0,9,20,2,55
6,0,3,3,3,19,14,0,0
3,0,0,0,0,2,5,3,54
6,8,7,8,15,337,74,0,0
6,0,0,0,0,17,19,0,0
5,0,5,4,1,2,9,4,43
6,0,0,0,0,9,13,0,0
0,0,0,0,0,4,16,3,58
5,0,2,1,0,1,8,3,60
6,1,7,6,2,0,4,0,0
2,0,1,1,0,17,27,3,56
6,0,2,2,7,57,21,0,0
6,0,0,0,1,185,15,0,0
2,0,0,0,0,3,18,4,59
3,0,0,0,0,2,5,3,41
3,0,0,0,0,2,5,3,41
6,0,0,0,0,8,6,0,0
6,1,1,0,2,288,21,0,0
6,0,0,0,1,186,16,0,0
3,0,0,0,0,2,7,3,41
2,0,0,0,0,12,19,3,60
6,0,2,1,1,11,46,0,0
6,0,0,0,1,186,16,0,0
6,0,0,0,0,10,6,0,0
0,0,0,0,0,3,0,3,60
1,0,6,3,8,302,35,4,0
6,0,0,0,1,186,16,0,0
6,0,3,3,4,273,19,0,0
6,0,0,0,0,4,1,0,0
1,0,1,0,2,272,13,4,53
6,0,0,0,0,0,1,0,0
3,0,0,0,0,2,5,3,42
6,0,2,1,0,10,7,0,0
6,0,3,1,0,0,0,0,0
6,1,72,72,6,339,53,0,0
2,0,0,0,0,1,20,3,61
6,0,4,4,2,8,31,0,0
2,0,0,0,0,12,20,4,56
5,0,5,4,1,2,12,3,66
6,3,46,45,3,51,33,0,0
6,0,1,1,0,6,4,0,0
2,0,1,0,0,194,30,3,60
1,0,1,0,2,272,13,3,51
6,0,225,225,85,2,8,0,0
6,1,1,0,0,0,1,0,0
5,0,1,0,0,1,6,4,41
6,0,2,0,2,87,28,0,0
6,1,72,71,2,0,1,0,0
3,0,0,0,0,2,7,3,56
3,0,0,0,0,2,7,3,56
3,0,0,0,0,2,7,3,41
6,3,73,73,6,319,27,0,0
5,0,5,4,1,2,11,4,49
6,0,1,0,0,5,6,0,0
3,0,0,0,0,2,7,3,41
0,0,0,0,0,15,23,4,58
1,0,1,0,2,272,13,4,52
2,2,1,1,1,59,26,5,57
0,0,1,1,0,8,17,3,51
6,4,4,4,1,6,4,0,0
2,0,0,0,0,1,18,3,61
6,1,74,73,2,0,4,0,0
6,7,18,17,5,183,40,0,0
5,0,2,1,0,1,8,4,63
3,0,0,0,0,2,5,3,54
6,0,0,0,0,5,19,0,0
6,0,0,0,3,9,8,0,0
6,0,59,59,4,8,7,0,0
6,0,4,4,7,58,22,0,0
6,0,12,1,7,60,45,0,0
3,0,0,0,0,2,7,3,40
6,2,7,5,7,44,23,0,0
6,3,15,6,12,60,61,0,0
6,0,0,0,6,15,10,0,0
2,0,1,0,0,16,24,3,60
3,0,0,0,0,2,7,3,39
6,4,4,5,2,125,60,0,0
6,2499,4,3,0,30,0,0,0
6,0,1,1,2,33,26,0,0
6,0,5,5,2,11,43,0,0
2,0,0,0,0,2,19,3,59
6,74,73,73,6,353,50,0,0
6,0,0,0,1,186,16,0,0
6,0,0,0,0,0,0,0,0
6,0,0,0,1,262,13,0,0
6,0,0,0,0,4,0,0,0
4,0,0,0,0,1,3,3,38
6,1,1,0,0,2,19,0,0
6,0,0,0,0,0,6,0,0
6,0,4,4,3,110,21,0,0
1,0,14,12,12,468,18,3,0
5,0,7,7,1,11,20,3,48
6,0,1,1,0,1,0,0,0
6,0,3,3,3,40,23,0,0
6,0,0,0,1,186,16,0,0
6,1,72,72,6,261,23,0,0
1,0,1,0,2,272,13,5,50
2,0,0,0,0,1,20,2,60
2,0,0,0,0,0,20,5,60
0,0,0,0,0,7,26,3,55
6,0,0,0,0,2,0,0,0
6,0,0,0,1,187,16,0,0
6,6,43,45,8,78,51,0,0
6,0,0,0,0,0,1,0,0
6,0,0,0,1,186,16,0,0
6,8,4,5,15,301,74,0,0
3,0,0,0,0,2,7,4,47
6,0,0,0,0,8,4,0,0
6,1,5,3,2,4,4,0,0
6,0,3,3,2,13,13,0,0
6,0,0,0,0,66,24,0,0
4,0,0,0,0,0,0,4,40
6,0,0,0,0,12,4,0,0
6,0,2,2,0,8,11,0,0
6,0,0,0,0,0,1,0,0
1,0,1,0,2,272,13,4,51
6,0,0,0,1,186,16,0,0
3,0,0,0,0,2,5,5,39
6,0,0,0,0,4,8,0,0
3,0,0,0,0,2,5,3,41
6,0,0,0,0,0,1,0,0
3,0,0,0,0,2,7,5,54
6,0,0,0,0,0,0,0,0
6,100,107,104,27,628,54,0,0
2,0,0,0,0,2,18,5,56
2,0,0,0,0,0,17,3,61
2,0,0,0,0,2,21,3,0
6,1,1,0,0,2,19,0,0
6,1,5,5,1,26,18,0,0
6,1,1,1,1,10,9,0,0
6,0,0,0,1,14,6,0,0
1,13,13,13,2,456,13,3,54
6,0,0,0,1,185,15,0,0
6,0,4,4,0,8,7,0,0
6,6,9,9,0,9,31,0,0
5,0,5,4,1,2,12,3,65
5,0,2,1,0,1,8,3,63
3,0,0,0,0,2,7,3,40
6,1,32,31,2,0,0,0,0
5,0,2,1,0,1,8,3,65
1,0,1,1,0,4,0,3,51
3,0,0,0,0,2,7,2,41
6,0,0,0,1,186,16,0,0
6,0,0,0,0,1,2,0,0
1,0,2,1,0,0,10,3,56
6,0,0,0,0,0,0,0,0
3,0,0,0,0,2,7,3,39
1,0,11,9,13,410,46,4,56
5,0,5,4,1,2,9,3,61
6,4,0,0,1,22,21,0,0
6,4,8,5,5,12,11,0,0
5,0,7,7,1,11,20,4,40
4,0,0,0,0,1,0,3,41
6,0,1,1,1,3,0,0,0
1,0,14,12,12,468,18,3,51
0,0,0,0,0,3,15,5,55
2,0,0,0,0,3,17,3,59
6,0,0,0,0,4,1,0,0
1,0,1,0,2,272,13,4,48
1,0,14,12,12,468,18,3,57
4,0,0,0,1,16,9,4,41
0,0,0,0,0,7,21,3,54
1,0,0,0,0,5,4,6,56
3,0,0,0,0,2,7,3,40
6,0,0,0,1,186,16,0,0
6,0,0,0,0,12,4,0,0
6,0,1,1,1,0,6,0,0
6,0,0,0,1,186,16,0,0
5,0,2,1,0,1,8,4,0
5,0,2,1,0,1,8,5,60
6,1,33,33,11,156,36,0,0
5,0,7,7,1,11,20,3,46
6,0,0,0,0,0,0,0,0
3,0,0,0,0,2,7,3,55
3,0,0,0,0,2,7,3,42
6,0,0,0,0,0,1,0,0
6,0,0,0,0,0,0,0,0
1,0,1,0,2,272,13,3,0
1,0,1,0,2,272,13,5,55
6,0,0,0,0,13,3,0,0
6,1441,0,0,0,9,6,0,0
5,0,5,4,1,2,12,4,0
3,0,0,0,0,2,7,4,40
1,5,17,15,20,872,73,4,52
1,0,15,13,12,468,18,3,0
1,0,1,0,2,272,13,3,53
4,0,0,0,7,209,5,4,40
6,2,8,6,8,298,27,0,0
6,0,0,0,0,0,0,0,0
1,0,36,36,6,5,5,3,51
6,0,1,1,0,4,4,0,0
6,0,0,0,1,186,16,0,0
6,0,1,0,1,6,15,0,0
4,0,0,0,0,2,1,4,33
2,0,0,0,0,12,21,3,59
6,0,0,0,0,0,0,0,0
2,0,0,0,0,36,21,3,59
3,0,0,0,0,2,7,4,41
5,0,7,7,1,11,20,4,63
6,6,6,1,1,0,7,0,0
1,0,1,0,2,272,13,3,52
6,62,62,62,7,57,50,0,0
5,0,5,4,1,2,12,3,60
6,0,4,4,2,6,31,0,0
6,0,0,0,4,1,7,0,0
3,0,0,0,0,2,7,4,42
6,0,36,19,7,12,28,0,0
3,0,0,0,0,2,7,3,39
6,0,0,0,0,13,10,0,0
5,0,2,1,0,1,8,3,0
6,0,0,0,1,185,15,0,0
6,1,1,1,0,9,16,0,0
6,6,60,62,8,121,58,0,0
6,0,0,0,0,0,1,0,0
3,0,0,0,0,2,7,3,40
6,201,234,234,46,45,20,0,0
6,0,0,0,0,0,0,0,0
6,0,0,0,0,1,3,0,0
6,1,2,2,8,241,55,0,0
5,0,5,4,1,2,12,3,60
6,0,2,0,8,40,23,0,0
5,0,5,4,0,1,8,5,40
6,0,0,0,0,0,2,0,0
5,0,5,4,1,2,12,3,49
5,0,5,4,1,2,9,4,61
6,0,1,1,0,14,10,0,0
2,0,0,0,0,2,20,3,42
6,0,0,0,0,7,11,0,0
6,0,0,0,1,185,15,0,0
4,0,0,0,1,23,11,3,40
0,0,0,0,0,4,8,3,58
6,8,10,10,0,15,38,0,0
6,0,0,0,0,0,1,0,0
6,1,1,1,0,20,20,0,0
6,6,1,0,7,174,61,0,0
6,0,919,919,34,2,12,0,0
0,0,4,4,2,16,12,3,50
3,0,0,0,0,2,7,4,42
1,0,1,0,2,272,13,1,53
6,0,3,2,8,13,87,0,0
5,0,5,4,1,2,9,4,38
1,1,5,5,0,10,8,5,60
2,0,0,0,1,1,17,3,55
5,0,2,1,0,1,8,3,61
6,0,425,425,129,28,13,0,0
6,0,1,1,1,13,8,0,0
2,0,0,0,0,13,21,4,58
2,0,0,0,0,1,20,3,60
6,0,0,0,1,450,23,0,0
3,0,0,0,0,2,7,3,40
6,0,28,28,5,8,7,0,0
6,0,49,49,28,68,34,0,0
6,0,0,0,0,0,11,0,0
6,1,2,1,1,10,12,0,0
0,0,1,1,0,9,23,3,57
6,0,0,0,1,185,15,0,0
2,0,0,0,0,1,18,3,61
6,0,1,1,0,4,6,0,0
1,3,4,4,4,27,18,2,51
4,0,0,0,0,4,11,3,40
6,0,7,6,5,396,53,0,0
6,0,0,0,0,0,0,0,0
1,0,14,12,12,468,18,3,53
2,0,1,1,0,20,16,3,53
6,2,7,5,8,285,22,0,0
3,0,0,0,0,2,7,3,41
6,1,5,4,2,0,4,0,0
6,0,6,4,8,279,19,0,0
1,0,0,0,0,0,2,3,59
6,5,15,13,9,137,36,0,0
0,0,0,0,0,12,21,4,56
1,0,1,0,2,272,13,3,51
1,0,1,0,2,272,13,4,53
6,0,1,1,1,14,10,0,0
3,0,0,0,0,2,7,3,54
6,0,2,0,2,87,28,0,0
4,0,0,0,0,0,0,5,37
2,1,3,1,0,13,21,3,57
6,0,0,0,1,186,16,0,0
6,8,10,10,0,14,38,0,0
3,0,0,0,0,2,7,3,44
6,0,0,0,0,0,0,0,0
6,0,0,0,0,6,18,0,0
6,8,10,10,0,15,38,0,0
4,0,0,0,0,7,3,3,40
5,0,5,4,1,2,12,3,62
6,1,2,1,2,284,17,0,0
6,0,3,3,3,34,17,0,0
6,0,0,0,0,0,1,0,0
4,0,0,0,0,1,0,3,33
6,0,54,56,32,99,54,0,0
1,0,1,0,2,272,13,3,54
3,0,0,0,0,2,7,2,41
1,0,15,13,12,468,18,3,59
0,0,0,0,0,0,1,3,57
6,0,1,1,1,4,6,0,0
6,1,11,13,3,51,61,0,0
6,0,2,2,3,40,18,0,0
1,0,6,4,8,277,19,3,0
4,0,0,0,0,9,5,3,40
3,0,0,0,0,2,7,3,41
0,0,0,0,0,15,16,2,53
6,0,1,1,1,4,8,0,0
5,0,5,4,1,2,12,4,59
6,4,5,6,15,545,70,0,0
6,2,9,7,8,286,23,0,0
4,0,0,0,3,285,5,5,40
0,0,0,0,0,7,16,3,57
6,1,1,0,1,0,0,0,0
6,0,0,0,0,106,8,0,0
6,0,0,0,0,6,5,0,0
1,0,16,14,12,468,18,3,0
2,0,0,0,0,2,22,3,60
5,0,5,4,1,2,8,5,41
6,0,22,13,4,18,29,0,0
6,0,0,0,0,0,0,0,0
6,1,1,0,0,9,6,0,0
1,0,0,0,0,0,2,4,0
1,0,10,8,12,272,12,3,44
6,0,1,1,2,604,34,0,0
6,0,0,0,1,186,16,0,0
6,0,0,0,0,4,6,0,0
6,0,0,0,0,1,3,0,0
4,0,0,0,0,0,0,3,57
6,0,0,0,0,10,6,0,0
6,8,6,7,15,309,74,0,0
0,0,0,0,0,7,17,3,59
5,0,2,1,0,1,8,3,65
6,0,0,0,1,185,15,0,0
1,1,1,0,2,281,16,3,46
0,0,0,0,0,4,12,3,60
6,8,10,10,0,15,38,0,0
6,0,5,3,2,11,9,0,0
6,8,8,9,15,373,76,0,0
5,0,5,4,1,2,12,3,49
5,0,2,1,0,1,8,4,44
6,3,3,2,1,52,52,0,0
6,0,1,1,1,14,10,0,0
3,0,0,0,0,2,5,3,41
6,3,7,6,6,16,9,0,0
6,0,0,0,0,7,4,0,0
4,0,0,0,0,0,0,3,46
6,1,1,0,0,11,11,0,0
3,0,0,0,0,2,5,3,44
6,0,0,0,0,9,6,0,0
6,2,5,3,8,302,23,0,0
5,0,5,4,1,2,9,4,61
6,1,2,1,1,10,12,0,0
3,0,0,0,0,2,7,3,40
1,0,1,0,2,272,13,4,50
3,0,0,0,0,2,7,4,38
6,0,0,0,1,186,16,0,0
1,0,1,0,2,272,13,3,53
1,0,6,4,8,277,19,4,45
6,29,8,5,9,286,20,0,0
6,0,52,52,18,26,10,0,0
4,0,0,0,0,0,0,3,40
6,0,0,0,0,12,4,0,0
3,0,0,0,0,2,7,3,42
6,0,0,0,7,0,2,0,0
3,0,0,0,0,2,7,3,52
3,0,0,0,0,2,5,4,41
6,3,0,0,0,67,21,0,0
5,0,5,4,1,2,9,4,64
6,0,0,0,0,4,1,0,0
2,0,0,0,0,0,3,3,58
3,0,0,0,0,2,5,4,39
2,0,0,0,0,12,19,4,57
3,0,0,0,0,2,7,4,41
4,0,0,0,0,0,0,3,39
6,0,0,0,0,0,1,0,0
5,0,2,1,0,1,8,4,64
6,2,2,1,0,99,52,0,0
6,0,2,0,2,87,28,0,0
6,0,0,0,0,0,0,0,0
5,0,5,4,1,2,12,3,60
3,0,0,0,0,2,7,3,42
3,0,0,0,0,2,7,3,55
6,1,1,0,6,12,9,0,0
4,0,0,0,0,6,2,3,40
6,0,0,0,0,4,1,0,0
1,32,15,18,9,997,71,3,58
6,0,0,0,0,3,1,0,0
2,0,0,0,0,0,1,3,60
6,0,1,1,0,15,3,0,0
1,0,0,0,0,31,8,4,58
4,0,0,0,0,0,0,3,34
6,0,2,2,7,65,21,0,0
6,0,0,0,3,24,13,0,0
6,1,2,1,1,5,10,0,0
1,0,1,0,2,272,13,3,54
6,0,44,44,7,7,12,0,0
6,0,0,0,0,1,3,0,0
5,0,2,1,0,1,7,3,45
3,0,0,0,0,2,7,3,54
6,0,0,0,0,0,0,0,0
1,0,25,26,0,0,4,4,54
6,0,0,0,0,0,0,0,0
5,0,5,4,1,2,12,3,45
3,0,0,0,0,2,5,4,40
2,0,0,0,0,1,18,3,62
6,0,2,2,7,66,32,0,0
0,0,0,0,0,5,17,3,56
6,1,1,0,0,9,7,0,0
6,0,2,2,1,7,4,0,0
4,0,0,0,0,9,5,4,33
6,0,1,1,1,0,6,0,0
6,0,0,0,1,185,15,0,0
6,0,0,0,0,4,1,0,0
6,1,1,0,1,1,0,0,0
6,30,8,3,9,288,32,0,0
6,0,1,1,1,0,6,0,0
6,0,1,1,2,12,6,0,0
6,0,0,0,1,186,16,0,0
6,0,1,1,1,823,41,0,0
6,0,0,0,0,10,6,0,0
6,0,0,0,1,186,16,0,0
2,0,0,0,0,1,18,3,61
1,0,0,2,2,354,21,3,42
3,0,0,0,0,2,7,3,40
6,0,0,0,0,10,9,0,0
3,0,0,0,0,2,7,3,40
6,41,45,46,6,431,46,0,0
4,0,0,0,0,2,1,3,38
6,0,3,3,3,271,21,0,0
0,1,1,0,0,12,18,4,37
1,0,8,7,14,665,19,3,53
6,0,1,1,4,8,8,0,0
6,0,0,0,1,185,15,0,0
1,31,9,10,1,253,19,3,58
6,0,2,2,1,7,4,0,0
5,0,2,1,0,1,8,4,40
6,0,1,0,2,280,14,0,0
1,11,3,3,1,144,14,4,51
3,0,0,0,0,2,7,3,40
3,0,0,0,0,2,5,3,42
3,0,0,0,0,2,7,3,40
0,0,0,0,0,5,14,3,52
5,0,5,4,1,2,11,3,49
1,0,16,14,12,468,18,4,54
6,1,11,13,3,52,67,0,0
5,0,5,4,1,2,12,3,61
6,0,0,0,0,1,3,0,0
1,0,6,4,8,277,19,4,52
2,0,0,0,0,11,8,4,56
6,0,1,1,7,58,31,0,0
6,32,6,3,9,283,19,0,0
2,0,0,0,0,12,19,4,59
2,0,0,0,0,1,16,3,61
6,0,0,0,0,22,17,0,0
6,0,0,0,0,10,14,0,0
6,0,0,0,0,3,2,0,0
6,0,0,0,0,6,5,0,0
6,0,4,3,1,8,8,0,0
6,0,0,0,0,0,1,0,0
6,1,103,102,15,0,17,0,0
5,0,5,4,1,2,9,4,65
0,2,2,2,0,16,21,2,58
6,0,0,0,0,1,11,0,0
3,0,0,0,0,2,7,3,41
6,1,1,1,6,24,26,0,0
6,0,0,0,0,0,0,0,0
6,0,0,0,0,12,4,0,0
3,0,0,0,0,2,7,3,41
6,4,4,4,14,490,71,0,0
6,0,0,0,0,17,20,0,0
6,0,2,2,7,48,20,0,0
6,0,0,0,0,1,1,0,0
6,1,3,2,1,26,55,0,0
6,0,2,2,7,58,21,0,0
1,0,1,3,0,9,0,3,0
1,0,0,0,0,1,2,3,52
5,0,5,4,1,2,12,3,65
5,0,2,1,0,1,8,3,63
3,0,0,0,0,2,7,3,41
1,2,13,12,18,556,55,4,43
6,0,23,21,1,16,18,0,0
2,0,1,0,0,4,21,3,58
0,1,0,0,0,12,18,4,59
6,3,4,2,8,285,28,0,0
6,4,8,7,13,16,12,0,0
3,0,0,0,0,2,7,3,42
4,0,0,0,0,2,0,3,33
1,0,1,0,2,272,13,3,54
6,0,0,0,0,13,2,0,0
6,0,1,1,1,229,18,0,0
5,0,5,4,1,2,12,4,47
6,5,6,6,7,45,24,0,0
0,0,0,0,0,0,1,3,60
3,0,0,0,0,2,5,4,43
3,0,0,0,0,2,7,3,40
0,0,0,0,0,11,33,3,54
4,0,0,0,0,6,4,1,34
6,1,2,1,1,5,10,0,0
5,0,5,4,1,2,12,3,61
3,0,0,0,0,2,7,3,39
6,0,0,0,0,1,3,0,0
6,7,17,13,11,290,27,0,0
2,0,0,0,0,1,20,3,62
3,0,0,0,0,2,5,3,39
1,0,1,0,2,272,13,3,54
4,0,0,0,0,0,0,4,38
6,0,0,0,0,2,1,0,0
2,0,0,0,0,1,19,4,55
5,0,2,1,0,1,8,3,0
6,0,0,0,0,11,5,0,0
6,0,0,0,0,2,3,0,0
6,0,0,0,3,294,32,0,0
4,0,0,0,0,0,0,3,39
1,5,14,13,18,864,70,3,53
4,0,0,0,0,0,1,5,39
1,0,1,0,2,272,13,3,11
6,0,2,0,2,87,28,0,0
0,1,0,0,0,15,19,4,0
3,0,0,0,0,2,7,3,41
6,0,0,0,0,4,25,0,0
5,0,5,4,1,2,12,3,45
0,0,0,0,0,7,16,4,57
6,0,0,0,0,12,19,0,0
6,1,1,0,6,12,9,0,0
6,0,0,0,1,186,16,0,0
1,0,1,0,2,272,13,6,53
2,0,0,0,0,4,22,3,59
5,0,7,7,1,11,20,3,63
0,0,1,1,0,0,2,4,54
1,0,36,36,6,5,5,3,57
6,1,1,1,7,8,7,0,0
0,0,0,0,0,9,18,3,61
6,0,1,0,0,9,10,0,0
6,0,1,1,7,59,31,0,0
3,0,0,0,0,2,7,3,40
6,0,1,1,7,63,31,0,0
6,0,2,2,7,69,21,0,0
6,0,197,196,8,197,44,0,0
0,0,0,1,0,11,18,3,54
6,0,0,0,0,0,0,0,0
5,0,5,4,1,2,12,3,65
3,0,0,0,0,2,7,3,40
6,1,2,1,1,19,21,0,0
5,0,5,4,1,2,9,3,60
0,0,0,0,0,5,13,3,60
3,0,0,0,0,2,7,3,39
0,1,0,0,0,5,17,3,58
3,0,0,0,0,2,7,3,42
6,8,6,7,15,337,74,0,0
6,78,0,0,0,9,4,0,0
0,0,0,0,0,6,14,3,57
5,0,5,4,1,2,12,4,0
6,2,7,5,8,285,31,0,0
0,0,0,0,0,3,0,3,33
6,1,2,2,8,241,55,0,0
1,0,1,0,2,272,13,3,52
6,0,0,0,1,186,16,0,0
6,0,0,0,0,4,1,0,0
6,0,2,2,7,66,21,0,0
3,0,0,0,0,2,7,3,40
6,0,6,5,1,6,18,0,0
6,0,1,1,0,13,9,0,0
6,0,2,0,0,32,11,0,0
4,0,0,1,1,26,13,3,41
5,0,5,4,1,2,12,3,65
6,8,6,7,15,316,74,0,0
5,0,5,4,1,2,12,3,42
6,2,14,12,8,285,35,0,0
1,0,15,10,16,308,20,3,54
6,0,1,0,3,273,13,0,0
6,0,0,0,0,0,0,0,0
3,0,0,0,0,2,5,4,43
6,8,8,9,15,371,76,0,0
6,0,0,0,0,6,15,0,0
2,0,1,1,0,7,16,3,56
6,2,26,24,24,515,22,0,0
6,0,5,4,2,13,26,0,0
6,1,33,33,11,156,36,0,0
5,0,2,1,0,1,8,3,63
6,0,155,102,10,9,11,0,0
0,0,0,0,0,8,20,2,58
6,5,17,12,13,287,36,0,0
6,0,1,0,0,4,4,0,0
1,0,9,5,10,314,48,3,53
6,0,1,1,2,11,5,0,0
6,6,1,0,3,37,46,0,0
6,0,0,0,1,186,16,0,0
0,2,2,0,0,7,20,1,56
5,0,2,1,0,1,8,3,42
6,8,7,8,15,342,74,0,0
6,0,0,0,0,0,0,0,0
3,0,0,0,0,2,7,3,43
5,0,7,7,1,11,20,3,65
6,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,3,57
5,0,5,4,1,2,9,3,60
6,0,0,0,0,31,29,0,0
6,0,0,0,0,0,0,0,0
3,0,0,0,0,2,7,3,41
6,0,1,1,0,0,4,0,0
6,0,0,0,0,61,11,0,0
0,0,0,0,0,0,2,3,35
4,0,0,0,0,0,0,3,32
1,0,12,10,18,588,21,4,0
5,0,5,4,1,2,9,4,60
2,0,0,0,0,1,18,3,57
1,31,9,10,1,551,8,3,0
6,0,0,0,0,0,1,0,0
6,0,0,0,0,7,5,0,0
6,8,6,7,15,301,73,0,0
4,0,0,0,0,4,1,4,39
6,0,2,2,13,14,40,0,0
6,0,23,25,6,209,20,0,0
6,0,0,1,1,137,39,0,0
6,0,0,0,1,185,15,0,0
6,0,0,0,0,29,29,0,0
3,0,0,0,0,2,7,4,42
3,0,0,0,0,2,7,3,42
2,0,0,0,0,1,0,3,0
3,0,0,0,0,2,7,3,55
6,0,0,0,0,17,11,0,0
2,2,1,1,1,163,27,4,61
6,0,0,0,1,186,16,0,0
6,0,0,0,0,8,5,0,0
3,0,0,0,0,2,5,3,41
6,0,0,0,0,0,8,0,0
6,1,2,2,1,10,9,0,0
6,3,7,6,4,67,51,0,0
5,0,5,4,1,2,12,4,46
6,0,0,0,1,73,25,0,0
6,4,8,7,13,16,12,0,0
3,0,0,0,0,2,7,3,41
6,2,9,7,9,286,26,0,0
5,0,5,4,1,2,12,3,62
5,0,2,1,0,1,8,3,50
5,0,5,4,1,2,12,3,61
6,0,0,0,0,6,5,0,0
6,2,13,11,8,296,33,0,0
0,0,0,0,0,3,0,5,59
5,0,2,1,0,1,8,3,61
6,0,49,51,28,228,70,0,0
3,0,0,0,0,2,7,4,41
6,0,0,0,6,14,7,0,0
2,0,0,0,0,5,18,3,55
6,8,10,10,0,9,33,0,0
6,0,0,0,0,1,0,0,0
2,0,0,0,0,12,19,3,58
5,0,2,1,0,1,8,3,66
5,0,2,1,0,1,8,3,50
6,0,0,0,0,6,18,0,0
6,0,1,1,4,8,8,0,0
6,0,0,0,0,12,4,0,0
0,0,0,0,0,5,17,3,59
5,0,2,1,0,1,8,5,35
1,0,15,13,12,468,18,3,56
6,3,4,4,1,55,53,0,0
6,1,1867,1866,592,286,17,0,0
5,0,5,4,1,2,12,3,41
5,0,5,4,1,2,9,4,63
6,0,1,1,0,0,10,0,0
3,0,0,0,0,2,7,3,57
6,15,1,0,0,8,7,0,0
3,0,0,0,0,2,7,5,41
4,0,0,0,0,0,0,3,40
4,0,0,0,0,1,1,3,41
6,0,25,14,5,12,28,0,0
